"CityServiceValcon, LLC (CSV)",,,,,,,,,,
Detail Postings for Period 10 Ending 10/31/2025,,,,,,,,,,
,,,,,,,,,,
Account Number/Description,,,,,,,,,,
Period,Date,Comments,Journal,Source,Batch,Beginning Balance,Debit,Credit,Net Change,Ending Balance
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160497,S/O,ZZ012,,"252,568.09",0.00,"16,043,145.91",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160499,S/O,78651,,0.00,473.00,"16,042,672.91",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160501,S/O,78652,,115.00,0.00,"16,042,787.91",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160503,S/O,10145,,0.00,"28,307.13","16,014,480.78",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160504,S/O,ZZ012,,"222,858.28",0.00,"16,237,339.06",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160505,S/O,ZZ011,,"150,119.57",0.00,"16,387,458.63",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160522,S/O,78649,,"11,158.16",0.00,"16,398,616.79",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160524,S/O,78670,,"4,711.28",0.00,"16,403,328.07",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160531,S/O,78673,,"9,237.74",0.00,"16,412,565.81",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160551,S/O,78676,,"13,675.10",0.00,"16,426,240.91",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160562,S/O,78669,,"9,104.68",0.00,"16,435,345.59",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160563,S/O,78663,,"6,783.00",0.00,"16,442,128.59",
10,10/15/2025,S/O Invoice Entry - 10/15/2025,SO-160594,S/O,78682,,"6,997.65",0.00,"16,449,126.24",
10,10/16/2025,A/R Invoice Entry - 10/16/2025,AR-003364,A/R,04030,,0.00,50.66,"16,449,075.58",
10,10/16/2025,CARDLINK RECEIVABLES,CL-002671,C/L,,,"31,168.49",0.00,"16,480,244.07",
10,10/16/2025,CARDLINK RECEIVABLES,CL-002672,C/L,,,"80,221.27",0.00,"16,560,465.34",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-078993,A/R,86761,,0.00,"152,066.59","16,408,398.75",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-078994,A/R,86762,,"230,146.54",0.00,"16,638,545.29",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079013,A/R,86776,,"26,602.65",0.00,"16,665,147.94",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079016,A/R,86782,,0.00,"245,486.89","16,419,661.05",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079017,A/R,86783,,0.00,"172,591.29","16,247,069.76",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079018,A/R,86784,,0.00,"144,716.76","16,102,353.00",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079019,A/R,86785,,0.00,"39,897.76","16,062,455.24",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079020,A/R,86786,,0.00,"1,603.64","16,060,851.60",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079021,A/R,86787,,0.00,"943,826.48","15,117,025.12",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079022,A/R,86795,,27.65,0.00,"15,117,052.77",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079023,A/R,86792,,0.00,"19,019.69","15,098,033.08",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079024,A/R,86781,,"1,894.53",0.00,"15,099,927.61",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079025,A/R,86791,,0.00,352.33,"15,099,575.28",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079028,A/R,86801,,851.37,0.00,"15,100,426.65",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079029,A/R,86802,,0.00,700.00,"15,099,726.65",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079031,A/R,86807,,0.00,"77,692.88","15,022,033.77",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079034,A/R,86809,,0.00,"32,426.84","14,989,606.93",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079036,A/R,86775,,0.00,"1,577.35","14,988,029.58",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079037,A/R,86788,,0.00,252.50,"14,987,777.08",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079038,A/R,86790,,0.00,720.48,"14,987,056.60",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079039,A/R,86793,,0.00,570.48,"14,986,486.12",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079040,A/R,86794,,0.00,620.68,"14,985,865.44",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079041,A/R,86796,,0.00,230.00,"14,985,635.44",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079042,A/R,86799,,0.00,681.75,"14,984,953.69",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079043,A/R,86806,,0.00,"2,856.78","14,982,096.91",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079044,A/R,C1016,,0.00,"1,132.11","14,980,964.80",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079045,A/R,V1016,,0.00,"1,941.42","14,979,023.38",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079047,A/R,86812,,0.00,"27,321.45","14,951,701.93",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079056,A/R,86824,,0.00,"89,970.71","14,861,731.22",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079060,A/R,86821,,0.00,"3,352.86","14,858,378.36",
10,10/16/2025,A/R Cash Receipts Entry - 10/16/2025,CR-079063,A/R,86838,,0.00,"133,373.84","14,725,004.52",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160508,S/O,78659,,100.00,0.00,"14,725,104.52",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160509,S/O,78637,,0.00,"2,743.30","14,722,361.22",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160512,S/O,78662,,"1,134.26",0.00,"14,723,495.48",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160513,S/O,78664,,145.00,0.00,"14,723,640.48",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160515,S/O,78641,,"2,646.57",0.00,"14,726,287.05",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160516,S/O,REBIL,,"22,759.98",0.00,"14,749,047.03",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160517,S/O,78661,,405.32,0.00,"14,749,452.35",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160518,S/O,REBIL,,0.00,"1,491.54","14,747,960.81",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160519,S/O,ZZ011,,"261,002.94",0.00,"15,008,963.75",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160520,S/O,78660,,"95,749.13",0.00,"15,104,712.88",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160521,S/O,ZZ012,,"11,998.69",0.00,"15,116,711.57",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160529,S/O,ZZ012,,"8,532.06",0.00,"15,125,243.63",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160532,S/O,ZZ011,,"193,034.54",0.00,"15,318,278.17",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160533,S/O,78639,,"18,041.26",0.00,"15,336,319.43",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160534,S/O,ZZ012,,"197,221.23",0.00,"15,533,540.66",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160535,S/O,ZZ011,,"189,163.19",0.00,"15,722,703.85",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160537,S/O,78665,,"16,194.67",0.00,"15,738,898.52",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160540,S/O,ZZ012,,"7,117.61",0.00,"15,746,016.13",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160541,S/O,78657,,"34,177.76",0.00,"15,780,193.89",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160542,S/O,ZZ011,,"225,993.72",0.00,"16,006,187.61",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160543,S/O,78668,,"1,671.33",0.00,"16,007,858.94",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160544,S/O,78671,,"9,196.71",0.00,"16,017,055.65",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160548,S/O,ZZ011,,"12,995.83",0.00,"16,030,051.48",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160550,S/O,ZZ013,,"251,263.77",0.00,"16,281,315.25",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160552,S/O,78678,,"3,535.81",0.00,"16,284,851.06",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160553,S/O,ZZ013,,"212,292.46",0.00,"16,497,143.52",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160554,S/O,ZZ011,,"290,286.70",0.00,"16,787,430.22",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160555,S/O,ZZ014,,"10,082.60",0.00,"16,797,512.82",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160557,S/O,78679,,"16,865.54",0.00,"16,814,378.36",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160558,S/O,ZZ011,,"51,468.52",0.00,"16,865,846.88",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160559,S/O,ZZ011,,"8,093.48",0.00,"16,873,940.36",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160560,S/O,ZZ012,,"267,828.76",0.00,"17,141,769.12",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160564,S/O,10155,,0.00,"39,214.22","17,102,554.90",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160566,S/O,ZZ011,,"200,696.79",0.00,"17,303,251.69",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160572,S/O,ZZ012,,"15,094.09",0.00,"17,318,345.78",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160573,S/O,78681,,0.00,79.70,"17,318,266.08",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160576,S/O,ZZ011,,"198,123.35",0.00,"17,516,389.43",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160577,S/O,78674,,"59,207.44",0.00,"17,575,596.87",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160578,S/O,ZZ011,,"265,104.88",0.00,"17,840,701.75",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160580,S/O,ZZ013,,"279,915.44",0.00,"18,120,617.19",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160581,S/O,ZZ011,,"198,360.53",0.00,"18,318,977.72",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160582,S/O,ZZ011,,"123,698.23",0.00,"18,442,675.95",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160583,S/O,ZZ013,,"4,560.44",0.00,"18,447,236.39",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160584,S/O,ZZ011,,"87,557.73",0.00,"18,534,794.12",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160592,S/O,78689,,"20,391.77",0.00,"18,555,185.89",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160595,S/O,78690,,"13,758.81",0.00,"18,568,944.70",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160598,S/O,ZZ011,,"22,802.51",0.00,"18,591,747.21",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160605,S/O,78667,,"1,014.93",0.00,"18,592,762.14",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160606,S/O,78656,,296.03,0.00,"18,593,058.17",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160607,S/O,78675,,"9,694.98",0.00,"18,602,753.15",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160608,S/O,78701,,"31,281.01",0.00,"18,634,034.16",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160610,S/O,78677,,"13,470.56",0.00,"18,647,504.72",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160614,S/O,78702,,"3,852.87",0.00,"18,651,357.59",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160616,S/O,78700,,"9,325.83",0.00,"18,660,683.42",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160629,S/O,78699,,"11,775.86",0.00,"18,672,459.28",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160636,S/O,78697,,"7,229.11",0.00,"18,679,688.39",
10,10/16/2025,S/O Invoice Entry - 10/16/2025,SO-160642,S/O,ZZ012,,"13,189.17",0.00,"18,692,877.56",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079026,A/R,86798,,"213,267.59",0.00,"18,906,145.15",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079027,A/R,86797,,0.00,"2,153,496.72","16,752,648.43",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079046,A/R,86811,,0.00,99.02,"16,752,549.41",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079048,A/R,86814,,0.00,"242,855.17","16,509,694.24",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079049,A/R,86815,,0.00,"174,853.61","16,334,840.63",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079050,A/R,86817,,0.00,"151,744.49","16,183,096.14",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079051,A/R,86818,,0.00,"40,474.00","16,142,622.14",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079052,A/R,86819,,0.00,"2,010.66","16,140,611.48",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079053,A/R,86820,,0.00,"5,133.01","16,135,478.47",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079054,A/R,86822,,0.00,"999,808.26","15,135,670.21",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079055,A/R,86835,,0.00,"36,409.25","15,099,260.96",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079057,A/R,86836,,0.00,"1,320.38","15,097,940.58",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079061,A/R,86828,,0.00,"54,328.61","15,043,611.97",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079062,A/R,86833,,0.00,232.49,"15,043,379.48",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079064,A/R,86839,,0.00,"113,519.58","14,929,859.90",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079065,A/R,86840,,0.00,2.95,"14,929,856.95",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079066,A/R,86841,,0.00,"11,769.13","14,918,087.82",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079067,A/R,86810,,0.00,101.48,"14,917,986.34",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079068,A/R,MULTI,,0.00,755.99,"14,917,230.35",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079069,A/R,86816,,0.00,"3,248.86","14,913,981.49",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079070,A/R,86826,,0.00,"4,209.85","14,909,771.64",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079071,A/R,86829,,0.00,858.00,"14,908,913.64",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079073,A/R,86830,,0.00,503.55,"14,908,410.09",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079074,A/R,86832,,0.00,479.02,"14,907,931.07",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079075,A/R,86837,,0.00,479.34,"14,907,451.73",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079077,A/R,C1017,,0.00,775.00,"14,906,676.73",
10,10/17/2025,A/R Cash Receipts Entry - 10/17/2025,CR-079078,A/R,V1017,,0.00,"14,998.00","14,891,678.73",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160585,S/O,78680,,0.00,"1,709.65","14,889,969.08",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160587,S/O,78645,,"1,714.47",0.00,"14,891,683.55",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160588,S/O,78684,,"89,334.79",0.00,"14,981,018.34",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160589,S/O,78685,,187.12,0.00,"14,981,205.46",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160590,S/O,78683,,0.00,"1,040.95","14,980,164.51",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160591,S/O,REBIL,,0.00,"2,298.93","14,977,865.58",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160593,S/O,78688,,"16,281.53",0.00,"14,994,147.11",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160597,S/O,78691,,0.00,175.00,"14,993,972.11",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160599,S/O,78694,,"2,013.58",0.00,"14,995,985.69",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160601,S/O,78692,,827.02,0.00,"14,996,812.71",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160602,S/O,78698,,"30,000.00",0.00,"15,026,812.71",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160613,S/O,ZZ011,,"28,778.02",0.00,"15,055,590.73",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160615,S/O,LIBTR,,"21,545.32",0.00,"15,077,136.05",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160617,S/O,ZZ011,,"220,576.53",0.00,"15,297,712.58",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160619,S/O,ZZ012,,"365,121.37",0.00,"15,662,833.95",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160620,S/O,78705,,"15,976.48",0.00,"15,678,810.43",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160624,S/O,78696,,"2,359.99",0.00,"15,681,170.42",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160627,S/O,ZZ011,,"200,097.46",0.00,"15,881,267.88",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160628,S/O,ZZ012,,"341,459.05",0.00,"16,222,726.93",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160631,S/O,78706,,"5,904.63",0.00,"16,228,631.56",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160632,S/O,ZZ012,,"363,698.13",0.00,"16,592,329.69",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160634,S/O,ZZ011,,"264,988.92",0.00,"16,857,318.61",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160638,S/O,10165,,0.00,"27,128.13","16,830,190.48",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160639,S/O,78708,,64.86,0.00,"16,830,255.34",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160640,S/O,ZZ011,,"409,938.82",0.00,"17,240,194.16",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160641,S/O,ZZ013,,"224,401.71",0.00,"17,464,595.87",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160643,S/O,ZZ011,,"101,028.88",0.00,"17,565,624.75",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160644,S/O,ZZ011,,"50,514.52",0.00,"17,616,139.27",
10,10/17/2025,S/O Invoice Entry - 10/17/2025,SO-160645,S/O,78687,,"16,599.73",0.00,"17,632,739.00",
10,10/18/2025,A/R Cash Receipts Entry - 10/18/2025,CR-079086,A/R,C1018,,0.00,348.53,"17,632,390.47",
10,10/18/2025,A/R Cash Receipts Entry - 10/18/2025,CR-079087,A/R,V1018,,0.00,"1,873.07","17,630,517.40",
10,10/19/2025,A/R Cash Receipts Entry - 10/19/2025,CR-079088,A/R,C1019,,0.00,432.99,"17,630,084.41",
10,10/19/2025,A/R Cash Receipts Entry - 10/19/2025,CR-079089,A/R,V1019,,0.00,"2,316.69","17,627,767.72",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079058,A/R,86831,,0.00,"1,906,673.33","15,721,094.39",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079059,A/R,86834,,"146,840.71",0.00,"15,867,935.10",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079072,A/R,86846,,"25,468.94",0.00,"15,893,404.04",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079076,A/R,86847,,0.00,"15,674.65","15,877,729.39",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079079,A/R,86850,,0.00,"251,545.24","15,626,184.15",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079080,A/R,86851,,0.00,"193,177.06","15,433,007.09",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079081,A/R,86852,,0.00,"156,731.61","15,276,275.48",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079082,A/R,86854,,0.00,"47,314.02","15,228,961.46",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079083,A/R,86855,,0.00,"2,932.40","15,226,029.06",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079084,A/R,86856,,0.00,"5,734.05","15,220,295.01",
10,10/20/2025,A/R Cash Receipts Entry - 10/20/2025,CR-079085,A/R,86857,,0.00,"1,070,314.96","14,149,980.05",
10,10/20/2025,S/O Invoice Entry - 10/20/2025,SO-160646,S/O,78716,,100.00,0.00,"14,150,080.05",
10,10/20/2025,S/O Invoice Entry - 10/20/2025,SO-160648,S/O,78712,,"22,729.58",0.00,"14,172,809.63",
10,10/20/2025,S/O Invoice Entry - 10/20/2025,SO-160650,S/O,78719,,"15,167.06",0.00,"14,187,976.69",
10,10/20/2025,S/O Invoice Entry - 10/20/2025,SO-160652,S/O,78713,,"36,454.23",0.00,"14,224,430.92",
,,,,,,"27,068,527.51","41,761,791.20","54,605,887.79","12,844,096.59-","14,224,430.92"
,,,,,,"27,068,527.51","41,761,791.20","54,605,887.79","12,844,096.59-","14,224,430.92"

