Invoice,InvoiceDate,Due,Amount
5875052-PP,10/20/2025,10/20/2025,-1538.91
5875053-PP,10/20/2025,10/20/2025,29
5875054-PP,10/20/2025,10/20/2025,-1405.09
5875055-PP,10/20/2025,10/20/2025,28.3
5875056-PP,10/20/2025,10/20/2025,-1168.78
5875057-PP,10/20/2025,10/20/2025,21.82
5875058-PP,10/20/2025,10/20/2025,-1474.03
5875059-PP,10/20/2025,10/20/2025,26.13
5875060-PP,10/20/2025,10/20/2025,-786.59
5875061-PP,10/20/2025,10/20/2025,16.24
5875062-PP,10/20/2025,10/20/2025,-1188.02
5875063-PP,10/20/2025,10/20/2025,22.49
0889766-IN,10/16/2025,11/10/2025,1379.4
CL49374-IN,10/16/2025,10/21/2025,1553
5875407-PP,10/20/2025,10/20/2025,-758.63
5875408-PP,10/20/2025,10/20/2025,19.73
5874396-PP,10/20/2025,10/20/2025,-917.91
5874397-PP,10/20/2025,10/20/2025,14.41
5874398-PP,10/20/2025,10/20/2025,-821.66
5874399-PP,10/20/2025,10/20/2025,13.55
5874400-PP,10/20/2025,10/20/2025,-977.78
5874401-PP,10/20/2025,10/20/2025,17.37
5874402-PP,10/20/2025,10/20/2025,-723.35
5874403-PP,10/20/2025,10/20/2025,12.65
5874404-PP,10/20/2025,10/20/2025,-141.56
5874405-PP,10/20/2025,10/20/2025,2.72
5874406-PP,10/20/2025,10/20/2025,-582.53
5874407-PP,10/20/2025,10/20/2025,10.81
0889938-IN,10/20/2025,10/30/2025,2033.46
5873230-PP,10/20/2025,10/20/2025,-28185.36
5873231-PP,10/20/2025,10/20/2025,602.11
5873313-PP,10/20/2025,10/20/2025,-32.07
5873314-PP,10/20/2025,10/20/2025,33.01
5873315-PP,10/20/2025,10/20/2025,-2.07
5872953-PP,10/20/2025,10/20/2025,-2584.46
5872954-PP,10/20/2025,10/20/2025,65.85
5872955-PP,10/20/2025,10/20/2025,-480.72
5872956-PP,10/20/2025,10/20/2025,11.52
5872957-PP,10/20/2025,10/20/2025,-2965.2
5872958-PP,10/20/2025,10/20/2025,71.24
5872959-PP,10/20/2025,10/20/2025,-2403.01
5872960-PP,10/20/2025,10/20/2025,60.25
5872961-PP,10/20/2025,10/20/2025,-99.36
5872962-PP,10/20/2025,10/20/2025,1.48
5872963-PP,10/20/2025,10/20/2025,-50.69
5868509-PP,10/16/2025,10/16/2025,-5778.17
5868510-PP,10/16/2025,10/16/2025,110.41
5868579-PP,10/16/2025,10/16/2025,61.79
5868580-PP,10/16/2025,10/16/2025,86.71
5868581-PP,10/16/2025,10/16/2025,244.08
5868582-PP,10/16/2025,10/16/2025,202.09
5868583-PP,10/16/2025,10/16/2025,50.64
5868584-PP,10/16/2025,10/16/2025,77.55
5868585-PP,10/16/2025,10/16/2025,55.03
5868586-PP,10/16/2025,10/16/2025,235.55
5868587-PP,10/16/2025,10/16/2025,107.44
5868588-PP,10/16/2025,10/16/2025,105.09
5868589-PP,10/16/2025,10/16/2025,5.16
5870860-PP,10/17/2025,10/17/2025,-6187.25
5870861-PP,10/17/2025,10/17/2025,102.65
5870927-PP,10/17/2025,10/17/2025,133.1
5870928-PP,10/17/2025,10/17/2025,42.23
5870929-PP,10/17/2025,10/17/2025,64.51
5870930-PP,10/17/2025,10/17/2025,100.31
5870931-PP,10/17/2025,10/17/2025,128.13
5870932-PP,10/17/2025,10/17/2025,59.14
5870933-PP,10/17/2025,10/17/2025,146.18
5870934-PP,10/17/2025,10/17/2025,226.15
5870935-PP,10/17/2025,10/17/2025,53.66
5870936-PP,10/17/2025,10/17/2025,174.41
5870937-PP,10/17/2025,10/17/2025,119.38
5870938-PP,10/17/2025,10/17/2025,32.96
5870939-PP,10/17/2025,10/17/2025,127.73
5870940-PP,10/17/2025,10/17/2025,109.14
5870941-PP,10/17/2025,10/17/2025,86.89
5870942-PP,10/17/2025,10/17/2025,171.44
5870943-PP,10/17/2025,10/17/2025,0.84
5873228-PP,10/20/2025,10/20/2025,-7320.45
5873229-PP,10/20/2025,10/20/2025,128.18
5873300-PP,10/20/2025,10/20/2025,233.24
5873301-PP,10/20/2025,10/20/2025,135.69
5873302-PP,10/20/2025,10/20/2025,269.27
5873303-PP,10/20/2025,10/20/2025,137.31
5873304-PP,10/20/2025,10/20/2025,67.39
5873305-PP,10/20/2025,10/20/2025,49.82
5873306-PP,10/20/2025,10/20/2025,64.55
5873307-PP,10/20/2025,10/20/2025,234.88
5873308-PP,10/20/2025,10/20/2025,31.58
5873309-PP,10/20/2025,10/20/2025,116.15
5873310-PP,10/20/2025,10/20/2025,296.75
5873311-PP,10/20/2025,10/20/2025,64.03
5873312-PP,10/20/2025,10/20/2025,1.44
W266776-CM,10/16/2025,1/0/1900,-194.4
PP1025-PP,10/20/2025,10/20/2025,-0.2
5875335-PP,10/20/2025,10/20/2025,-1755.58
5875336-PP,10/20/2025,10/20/2025,49.27
5875337-PP,10/20/2025,10/20/2025,-236.56
5875338-PP,10/20/2025,10/20/2025,5.32
5873210-PP,10/20/2025,10/20/2025,-11625.25
5870839-PP,10/17/2025,10/17/2025,-6586.15
5870840-PP,10/17/2025,10/17/2025,-145.08
5873209-PP,10/20/2025,10/20/2025,-5551.55
0890034-IN,10/16/2025,11/5/2025,365.01
0890035-IN,10/16/2025,11/5/2025,365.09
0890096-IN,10/17/2025,11/10/2025,846.45
5875361-PP,10/20/2025,10/20/2025,-486.39
5875362-PP,10/20/2025,10/20/2025,13.48
5872964-PP,10/20/2025,10/20/2025,-212.68
5872965-PP,10/20/2025,10/20/2025,4.75
5872966-PP,10/20/2025,10/20/2025,-51.91
5872967-PP,10/20/2025,10/20/2025,1.13
5872968-PP,10/20/2025,10/20/2025,-2909.79
5872969-PP,10/20/2025,10/20/2025,57.74
5872970-PP,10/20/2025,10/20/2025,-1023.17
5872971-PP,10/20/2025,10/20/2025,24.81
S071961-IN,10/16/2025,10/26/2025,183.22
5873197-PP,10/20/2025,10/20/2025,-1914.93
5875365-PP,10/20/2025,10/20/2025,-1169.67
5875366-PP,10/20/2025,10/20/2025,27.71
5875367-PP,10/20/2025,10/20/2025,-1469.44
5875368-PP,10/20/2025,10/20/2025,33.93
5875369-PP,10/20/2025,10/20/2025,-1299.32
5875370-PP,10/20/2025,10/20/2025,31.37
5875371-PP,10/20/2025,10/20/2025,-710.19
5875372-PP,10/20/2025,10/20/2025,16.32
5875409-PP,10/20/2025,10/20/2025,-256.89
5875410-PP,10/20/2025,10/20/2025,5.78
S346402-IN,10/16/2025,10/19/2025,181.05
0890055-IN,10/17/2025,11/10/2025,1277.15
5873190-PP,10/20/2025,10/20/2025,-990.85
5873191-PP,10/20/2025,10/20/2025,-2476.63
S346463-IN,10/16/2025,11/10/2025,226.81
0890276-IN,10/16/2025,11/15/2025,856.55
5875411-PP,10/20/2025,10/20/2025,-504.53
5875412-PP,10/20/2025,10/20/2025,11.35
CL49344-IN,10/16/2025,11/5/2025,117.79
CL49345-IN,10/16/2025,11/5/2025,20.07
PB10.25-PP,10/17/2025,10/17/2025,-1501.5
CL49346-IN,10/16/2025,11/10/2025,102.36
0101625-PP,10/16/2025,10/16/2025,-52
5873079-PP,10/20/2025,10/20/2025,-115.08
5873080-PP,10/20/2025,10/20/2025,2.81
5873081-PP,10/20/2025,10/20/2025,-171.79
5873082-PP,10/20/2025,10/20/2025,4.35
5873083-PP,10/20/2025,10/20/2025,-45.85
5873084-PP,10/20/2025,10/20/2025,0.42
5873085-PP,10/20/2025,10/20/2025,-3341.03
5873086-PP,10/20/2025,10/20/2025,79.13
5873087-PP,10/20/2025,10/20/2025,-3842.25
5873088-PP,10/20/2025,10/20/2025,87.58
5873089-PP,10/20/2025,10/20/2025,-3361.52
5873090-PP,10/20/2025,10/20/2025,78.35
5873091-PP,10/20/2025,10/20/2025,-2437.77
5873092-PP,10/20/2025,10/20/2025,54.7
5873093-PP,10/20/2025,10/20/2025,-3396.32
5873094-PP,10/20/2025,10/20/2025,82.64
5873095-PP,10/20/2025,10/20/2025,-770.32
5873096-PP,10/20/2025,10/20/2025,17.67
0890578-IN,10/16/2025,11/10/2025,26709.67
5875413-PP,10/20/2025,10/20/2025,-737
5875414-PP,10/20/2025,10/20/2025,16.59
5868492-PP,10/16/2025,10/16/2025,-6573.33
5870842-PP,10/17/2025,10/17/2025,-7583.08
5873211-PP,10/20/2025,10/20/2025,-8206.38
W995712-PP,10/16/2025,10/16/2025,-10
5873552-PP,10/20/2025,10/20/2025,-1125.55
5873553-PP,10/20/2025,10/20/2025,23.89
5873554-PP,10/20/2025,10/20/2025,-1037.11
5873555-PP,10/20/2025,10/20/2025,20.08
5873556-PP,10/20/2025,10/20/2025,-1239.14
5873557-PP,10/20/2025,10/20/2025,23.39
5873558-PP,10/20/2025,10/20/2025,-994.96
5873559-PP,10/20/2025,10/20/2025,21.97
5873560-PP,10/20/2025,10/20/2025,-1583.23
5873561-PP,10/20/2025,10/20/2025,32.67
5873562-PP,10/20/2025,10/20/2025,-1625.93
5873563-PP,10/20/2025,10/20/2025,32.99
5873564-PP,10/20/2025,10/20/2025,-1297.6
5873565-PP,10/20/2025,10/20/2025,26.05
5873566-PP,10/20/2025,10/20/2025,-1428.15
5873567-PP,10/20/2025,10/20/2025,27.67
5873568-PP,10/20/2025,10/20/2025,-1242.83
5873569-PP,10/20/2025,10/20/2025,24.87
5873570-PP,10/20/2025,10/20/2025,-1102.33
5873571-PP,10/20/2025,10/20/2025,23.08
5873572-PP,10/20/2025,10/20/2025,-937.55
5873573-PP,10/20/2025,10/20/2025,20.72
5873574-PP,10/20/2025,10/20/2025,-1067.67
5873575-PP,10/20/2025,10/20/2025,21.61
5873576-PP,10/20/2025,10/20/2025,-1086.29
5873577-PP,10/20/2025,10/20/2025,22.79
5873578-PP,10/20/2025,10/20/2025,-1121.11
5873579-PP,10/20/2025,10/20/2025,22.29
5873580-PP,10/20/2025,10/20/2025,-508.56
5873581-PP,10/20/2025,10/20/2025,9.48
5873582-PP,10/20/2025,10/20/2025,-815.14
5873583-PP,10/20/2025,10/20/2025,17.24
5873584-PP,10/20/2025,10/20/2025,-1019.86
5873585-PP,10/20/2025,10/20/2025,20.41
5873586-PP,10/20/2025,10/20/2025,-34.86
5873587-PP,10/20/2025,10/20/2025,-1.57
5875415-PP,10/20/2025,10/20/2025,-1095
5875416-PP,10/20/2025,10/20/2025,23.82
S346669-IN,10/16/2025,11/10/2025,440.16
S050566-IN,10/16/2025,10/19/2025,359.55
565518C-PP,10/17/2025,10/17/2025,-7660.75
565524C-PP,10/17/2025,10/17/2025,-4108.38
S346630-IN,10/16/2025,11/10/2025,720.18
0889987-IN,10/16/2025,11/10/2025,1227.81
CL49375-IN,10/16/2025,10/21/2025,863.72
W266837-IN,10/16/2025,11/10/2025,199.6
5872937-PP,10/20/2025,10/20/2025,-3942.48
5872938-PP,10/20/2025,10/20/2025,90.42
5872939-PP,10/20/2025,10/20/2025,-491.99
5872940-PP,10/20/2025,10/20/2025,11.91
5872941-PP,10/20/2025,10/20/2025,-3979.84
5872942-PP,10/20/2025,10/20/2025,91.18
5872943-PP,10/20/2025,10/20/2025,-4101.71
5872944-PP,10/20/2025,10/20/2025,88.23
5872945-PP,10/20/2025,10/20/2025,-3941.76
5872946-PP,10/20/2025,10/20/2025,91.37
5872947-PP,10/20/2025,10/20/2025,-2081.14
5872948-PP,10/20/2025,10/20/2025,50.51
5872949-PP,10/20/2025,10/20/2025,-363.62
5872950-PP,10/20/2025,10/20/2025,8.92
5872951-PP,10/20/2025,10/20/2025,-85.1
5872952-PP,10/20/2025,10/20/2025,1.89
CL49347-IN,10/16/2025,11/5/2025,335.81
5875417-PP,10/20/2025,10/20/2025,-547.86
5875418-PP,10/20/2025,10/20/2025,13.14
S345848-IN,10/16/2025,11/10/2025,867.1
S346646-IN,10/16/2025,11/10/2025,300.3
5874808-PP,10/20/2025,10/20/2025,-32
5874809-PP,10/20/2025,10/20/2025,-0.43
5874810-PP,10/20/2025,10/20/2025,-1156.14
5874811-PP,10/20/2025,10/20/2025,20.31
5874812-PP,10/20/2025,10/20/2025,-1165.43
5874813-PP,10/20/2025,10/20/2025,22.41
5874814-PP,10/20/2025,10/20/2025,-1123.37
5874815-PP,10/20/2025,10/20/2025,21.54
5874816-PP,10/20/2025,10/20/2025,-970.67
5874817-PP,10/20/2025,10/20/2025,18.34
5874818-PP,10/20/2025,10/20/2025,-418.54
5874819-PP,10/20/2025,10/20/2025,8.93
5874820-PP,10/20/2025,10/20/2025,-956.16
5874821-PP,10/20/2025,10/20/2025,19.97
5875419-PP,10/20/2025,10/20/2025,-4134.25
5875420-PP,10/20/2025,10/20/2025,4557.86
5868429-PP,10/16/2025,10/16/2025,-47
5868430-PP,10/16/2025,10/16/2025,1.13
5868431-PP,10/16/2025,10/16/2025,-99.63
5868432-PP,10/16/2025,10/16/2025,2.38
5868433-PP,10/16/2025,10/16/2025,-2855.1
5868434-PP,10/16/2025,10/16/2025,63.28
5868435-PP,10/16/2025,10/16/2025,-1999.51
5868436-PP,10/16/2025,10/16/2025,53.23
5870780-PP,10/17/2025,10/17/2025,-15
5870781-PP,10/17/2025,10/17/2025,0.53
5870782-PP,10/17/2025,10/17/2025,-599.94
5870783-PP,10/17/2025,10/17/2025,14.49
5870784-PP,10/17/2025,10/17/2025,-2994.23
5870785-PP,10/17/2025,10/17/2025,71.47
5870786-PP,10/17/2025,10/17/2025,-1654.53
5870787-PP,10/17/2025,10/17/2025,42.02
5873145-PP,10/20/2025,10/20/2025,-4026.56
5873146-PP,10/20/2025,10/20/2025,90.44
5873147-PP,10/20/2025,10/20/2025,-2812.62
5873148-PP,10/20/2025,10/20/2025,66.47
5873149-PP,10/20/2025,10/20/2025,-689.28
5873150-PP,10/20/2025,10/20/2025,15.11
5873151-PP,10/20/2025,10/20/2025,-3009.6
5873152-PP,10/20/2025,10/20/2025,68.55
5873153-PP,10/20/2025,10/20/2025,-80.52
5873154-PP,10/20/2025,10/20/2025,0.92
5868421-PP,10/16/2025,10/16/2025,-59.37
5868422-PP,10/16/2025,10/16/2025,1.37
5868423-PP,10/16/2025,10/16/2025,-2604.31
5868424-PP,10/16/2025,10/16/2025,66.59
5868425-PP,10/16/2025,10/16/2025,-4106.39
5868426-PP,10/16/2025,10/16/2025,101.64
5868427-PP,10/16/2025,10/16/2025,-3712.09
5868428-PP,10/16/2025,10/16/2025,92.24
5870773-PP,10/17/2025,10/17/2025,-59.51
5870774-PP,10/17/2025,10/17/2025,-2884.83
5870775-PP,10/17/2025,10/17/2025,68.66
5870776-PP,10/17/2025,10/17/2025,-3820.34
5870777-PP,10/17/2025,10/17/2025,90.46
5870778-PP,10/17/2025,10/17/2025,-2430.56
5870779-PP,10/17/2025,10/17/2025,63.16
5873139-PP,10/20/2025,10/20/2025,-4476.74
5873140-PP,10/20/2025,10/20/2025,116.43
5873141-PP,10/20/2025,10/20/2025,-4545.56
5873142-PP,10/20/2025,10/20/2025,107.01
5873143-PP,10/20/2025,10/20/2025,-1762.86
5873144-PP,10/20/2025,10/20/2025,42.41
NSF1040-IN,10/16/2025,10/16/2025,100
S346580-IN,10/16/2025,10/19/2025,348
0890283-IN,10/16/2025,11/10/2025,125
CL49348-IN,10/16/2025,11/10/2025,17808.04
5874840-PP,10/20/2025,10/20/2025,-241.3
5874841-PP,10/20/2025,10/20/2025,6.36
W266784-IN,10/17/2025,11/10/2025,497.25
5873793-PP,10/20/2025,10/20/2025,-10115.27
5873794-PP,10/20/2025,10/20/2025,231.04
S346563-IN,10/16/2025,11/10/2025,180.9
5875099-PP,10/20/2025,10/20/2025,-1398.42
5875100-PP,10/20/2025,10/20/2025,22.49
5875101-PP,10/20/2025,10/20/2025,-1009.91
5875102-PP,10/20/2025,10/20/2025,18.15
5875103-PP,10/20/2025,10/20/2025,-1458.54
5875104-PP,10/20/2025,10/20/2025,20
5875105-PP,10/20/2025,10/20/2025,-959.19
5875106-PP,10/20/2025,10/20/2025,16.66
5875107-PP,10/20/2025,10/20/2025,-1072.89
5875108-PP,10/20/2025,10/20/2025,16.89
5875109-PP,10/20/2025,10/20/2025,-1245.35
5875110-PP,10/20/2025,10/20/2025,18.25
5875111-PP,10/20/2025,10/20/2025,-1104.21
5875112-PP,10/20/2025,10/20/2025,17.35
5875113-PP,10/20/2025,10/20/2025,-1013.78
5875114-PP,10/20/2025,10/20/2025,15.42
5875115-PP,10/20/2025,10/20/2025,-949.12
5875116-PP,10/20/2025,10/20/2025,14.82
5873234-PP,10/20/2025,10/20/2025,-5803.88
5873235-PP,10/20/2025,10/20/2025,112.04
5873319-PP,10/20/2025,10/20/2025,3.24
5873320-PP,10/20/2025,10/20/2025,-2.06
5873321-PP,10/20/2025,10/20/2025,-1.05
5873322-PP,10/20/2025,10/20/2025,-1.17
5875421-PP,10/20/2025,10/20/2025,-9163.92
5875422-PP,10/20/2025,10/20/2025,278.32
5875423-PP,10/20/2025,10/20/2025,-212.32
5875424-PP,10/20/2025,10/20/2025,5.84
W266675-IN,10/16/2025,11/10/2025,6211.5
CL49349-IN,10/16/2025,11/5/2025,343.44
W266783-IN,10/17/2025,11/10/2025,1064.5
5870820-PP,10/17/2025,10/17/2025,-8039.23
5873189-PP,10/20/2025,10/20/2025,-8296.94
LP1025-PP,10/17/2025,10/17/2025,-170
S050584-IN,10/16/2025,11/10/2025,730
W266816-IN,10/17/2025,11/10/2025,145
0889927-IN,10/16/2025,11/10/2025,1380.39
5875429-PP,10/20/2025,10/20/2025,-4081.3
5875430-PP,10/20/2025,10/20/2025,96.87
5872972-PP,10/20/2025,10/20/2025,-145.49
5872973-PP,10/20/2025,10/20/2025,4.25
5872974-PP,10/20/2025,10/20/2025,-191.74
5872975-PP,10/20/2025,10/20/2025,4.72
5872976-PP,10/20/2025,10/20/2025,-3334.31
5872977-PP,10/20/2025,10/20/2025,77.24
5872978-PP,10/20/2025,10/20/2025,-1880.29
5872979-PP,10/20/2025,10/20/2025,41.9
W266782-IN,10/17/2025,11/10/2025,914.28
0890161-IN,10/17/2025,11/10/2025,70
5872932-PP,10/20/2025,10/20/2025,-42.16
5872933-PP,10/20/2025,10/20/2025,-3919.42
5872934-PP,10/20/2025,10/20/2025,84.91
5872935-PP,10/20/2025,10/20/2025,-1175.14
5872936-PP,10/20/2025,10/20/2025,26
5872888-PP,10/17/2025,10/17/2025,-90.31
5872889-PP,10/17/2025,10/17/2025,-7.29
5872890-PP,10/17/2025,10/17/2025,-1549.23
5872891-PP,10/17/2025,10/17/2025,23.43
5872892-PP,10/17/2025,10/17/2025,-1342.1
5872893-PP,10/17/2025,10/17/2025,22.46
5872894-PP,10/17/2025,10/17/2025,-1443.61
5872895-PP,10/17/2025,10/17/2025,22.74
5872896-PP,10/17/2025,10/17/2025,-875.57
5872897-PP,10/17/2025,10/17/2025,14.52
5872898-PP,10/17/2025,10/17/2025,-763.63
5872899-PP,10/17/2025,10/17/2025,10.93
5875431-PP,10/20/2025,10/20/2025,-36.1
5875432-PP,10/20/2025,10/20/2025,-2.51
5875433-PP,10/20/2025,10/20/2025,-1390.22
5875434-PP,10/20/2025,10/20/2025,20.85
5875435-PP,10/20/2025,10/20/2025,-1209.42
5875436-PP,10/20/2025,10/20/2025,19.16
5875437-PP,10/20/2025,10/20/2025,-1208.79
5875438-PP,10/20/2025,10/20/2025,22.54
5875439-PP,10/20/2025,10/20/2025,-1099.78
5875440-PP,10/20/2025,10/20/2025,18.73
5875441-PP,10/20/2025,10/20/2025,-1792.92
5875442-PP,10/20/2025,10/20/2025,26.12
5875443-PP,10/20/2025,10/20/2025,-1677.27
5875444-PP,10/20/2025,10/20/2025,30.34
5875445-PP,10/20/2025,10/20/2025,-1557.49
5875446-PP,10/20/2025,10/20/2025,22.31
5875447-PP,10/20/2025,10/20/2025,-584.32
5875448-PP,10/20/2025,10/20/2025,7.34
5875449-PP,10/20/2025,10/20/2025,-1524.97
5875450-PP,10/20/2025,10/20/2025,23.33
0890179-IN,10/16/2025,11/10/2025,502.32
5875453-PP,10/20/2025,10/20/2025,-1169.92
5875454-PP,10/20/2025,10/20/2025,32.93
5868473-PP,10/16/2025,10/16/2025,-4401.56
5870823-PP,10/17/2025,10/17/2025,-5746.14
5873192-PP,10/20/2025,10/20/2025,-5496.94
5868476-PP,10/16/2025,10/16/2025,-5760.66
5870826-PP,10/17/2025,10/17/2025,-6440.69
5873196-PP,10/20/2025,10/20/2025,-6070.86
CL49350-IN,10/16/2025,11/5/2025,60.35
5875451-PP,10/20/2025,10/20/2025,-135.24
5875452-PP,10/20/2025,10/20/2025,3.04
W266863-CM,10/17/2025,1/0/1900,-739.32
W266865-CM,10/17/2025,1/0/1900,-235.85
W266866-CM,10/17/2025,1/0/1900,-403.07
W266870-CM,10/17/2025,1/0/1900,-1241.87
W266871-CM,10/17/2025,1/0/1900,-628.93
W266872-CM,10/17/2025,1/0/1900,-211.54
W266878-CM,10/17/2025,1/0/1900,-317.31
5873155-PP,10/20/2025,10/20/2025,-15.97
5873156-PP,10/20/2025,10/20/2025,0.55
5873157-PP,10/20/2025,10/20/2025,-61.13
5873158-PP,10/20/2025,10/20/2025,2.08
5873159-PP,10/20/2025,10/20/2025,-3593.55
5873160-PP,10/20/2025,10/20/2025,73.6
5873161-PP,10/20/2025,10/20/2025,-4172.89
5873162-PP,10/20/2025,10/20/2025,95.57
5873163-PP,10/20/2025,10/20/2025,-3649.12
5873164-PP,10/20/2025,10/20/2025,83.53
5873165-PP,10/20/2025,10/20/2025,-2922.66
5873166-PP,10/20/2025,10/20/2025,68.41
0888841-IN,10/16/2025,11/10/2025,1648.8
5875339-PP,10/20/2025,10/20/2025,-925.81
5875340-PP,10/20/2025,10/20/2025,16.29
5875341-PP,10/20/2025,10/20/2025,-769.27
5875342-PP,10/20/2025,10/20/2025,15.21
5875343-PP,10/20/2025,10/20/2025,-832.86
5875344-PP,10/20/2025,10/20/2025,15.25
5875345-PP,10/20/2025,10/20/2025,-980.41
5875346-PP,10/20/2025,10/20/2025,16.73
5875347-PP,10/20/2025,10/20/2025,-250.59
5875348-PP,10/20/2025,10/20/2025,5.18
5875349-PP,10/20/2025,10/20/2025,-755.54
5875350-PP,10/20/2025,10/20/2025,14.95
5875351-PP,10/20/2025,10/20/2025,-772.29
5875352-PP,10/20/2025,10/20/2025,14.01
5875353-PP,10/20/2025,10/20/2025,-165.41
5875354-PP,10/20/2025,10/20/2025,3.43
5875355-PP,10/20/2025,10/20/2025,-633.29
5875356-PP,10/20/2025,10/20/2025,11.85
5875357-PP,10/20/2025,10/20/2025,-203.21
5875358-PP,10/20/2025,10/20/2025,-8.16
5875457-PP,10/20/2025,10/20/2025,-84.31
5875458-PP,10/20/2025,10/20/2025,2.02
5875425-PP,10/20/2025,10/20/2025,-1720.72
5875426-PP,10/20/2025,10/20/2025,37.56
5875427-PP,10/20/2025,10/20/2025,-596.5
5875428-PP,10/20/2025,10/20/2025,19.39
CL49376-IN,10/16/2025,10/21/2025,689.02
5875461-PP,10/20/2025,10/20/2025,-155.04
5875462-PP,10/20/2025,10/20/2025,4.33
W266777-CM,10/16/2025,1/0/1900,-648.55
5875363-PP,10/20/2025,10/20/2025,-758.57
5875364-PP,10/20/2025,10/20/2025,17.61
S346636-IN,10/16/2025,10/19/2025,647.68
W266680-IN,10/16/2025,10/19/2025,6128
5875459-PP,10/20/2025,10/20/2025,-1178.03
5875460-PP,10/20/2025,10/20/2025,26.51
S036678-IN,10/16/2025,11/10/2025,306.54
S346403-IN,10/16/2025,10/19/2025,262.26
CL49377-IN,10/16/2025,10/21/2025,479.82
0888896-IN,10/16/2025,10/26/2025,31238
0888897-IN,10/16/2025,10/26/2025,31238.09
W266814-IN,10/17/2025,10/20/2025,11977
0889844-IN,10/16/2025,11/10/2025,293.77
CL49378-IN,10/16/2025,10/21/2025,1849.12
5875465-PP,10/20/2025,10/20/2025,-1194.06
5875466-PP,10/20/2025,10/20/2025,18.58
5875467-PP,10/20/2025,10/20/2025,-1046.65
5875468-PP,10/20/2025,10/20/2025,18.07
5875469-PP,10/20/2025,10/20/2025,-811.47
5875470-PP,10/20/2025,10/20/2025,10.63
S346336-IN,10/16/2025,11/10/2025,442.98
5873335-PP,10/20/2025,10/20/2025,-22868.45
5873336-PP,10/20/2025,10/20/2025,534.79
5873345-PP,10/20/2025,10/20/2025,-107.5
5873346-PP,10/20/2025,10/20/2025,39.41
5873347-PP,10/20/2025,10/20/2025,-1.94
5873220-PP,10/20/2025,10/20/2025,-9588.33
5873221-PP,10/20/2025,10/20/2025,218.94
5873255-PP,10/20/2025,10/20/2025,-6.73
5873256-PP,10/20/2025,10/20/2025,12.95
5873257-PP,10/20/2025,10/20/2025,-3.17
5875463-PP,10/20/2025,10/20/2025,-862.5
5875464-PP,10/20/2025,10/20/2025,17.35
W266727-IN,10/16/2025,11/10/2025,395.65
S346691-IN,10/16/2025,11/10/2025,120.48
0101725-PP,10/17/2025,10/17/2025,-2057.47
5870805-PP,10/17/2025,10/17/2025,-4948.33
5873171-PP,10/20/2025,10/20/2025,-4846.36
0889989-IN,10/16/2025,11/10/2025,1749.21
S344747-IN,10/16/2025,11/10/2025,142.56
W266785-IN,10/17/2025,10/20/2025,129
0884721-IN,10/17/2025,11/10/2025,2076.58
0888303-IN,10/17/2025,11/10/2025,2076.58
S050580-IN,10/16/2025,11/10/2025,418.6
5873809-PP,10/20/2025,10/20/2025,-215.4
5873810-PP,10/20/2025,10/20/2025,4.85
5873692-PP,10/20/2025,10/20/2025,-1035.47
5873693-PP,10/20/2025,10/20/2025,15.1
5873694-PP,10/20/2025,10/20/2025,-969.13
5873695-PP,10/20/2025,10/20/2025,15.29
5873696-PP,10/20/2025,10/20/2025,-1599.7
5873697-PP,10/20/2025,10/20/2025,19.83
5873698-PP,10/20/2025,10/20/2025,-1525.25
5873699-PP,10/20/2025,10/20/2025,20.46
5873700-PP,10/20/2025,10/20/2025,-1375.94
5873701-PP,10/20/2025,10/20/2025,19.86
5873702-PP,10/20/2025,10/20/2025,-1347.5
5873703-PP,10/20/2025,10/20/2025,19.65
5873704-PP,10/20/2025,10/20/2025,-1357.66
5873705-PP,10/20/2025,10/20/2025,20.73
5873706-PP,10/20/2025,10/20/2025,-1133.23
5873707-PP,10/20/2025,10/20/2025,19.8
5873708-PP,10/20/2025,10/20/2025,-1444.42
5873709-PP,10/20/2025,10/20/2025,22.3
5873710-PP,10/20/2025,10/20/2025,-1310.67
5873711-PP,10/20/2025,10/20/2025,20.71
5873712-PP,10/20/2025,10/20/2025,-1203.5
5873713-PP,10/20/2025,10/20/2025,20.33
5873714-PP,10/20/2025,10/20/2025,-1672.63
5873715-PP,10/20/2025,10/20/2025,28.14
5873716-PP,10/20/2025,10/20/2025,-1279.22
5873717-PP,10/20/2025,10/20/2025,18.64
5873718-PP,10/20/2025,10/20/2025,-1174.83
5873719-PP,10/20/2025,10/20/2025,16.32
5873720-PP,10/20/2025,10/20/2025,-1323.09
5873721-PP,10/20/2025,10/20/2025,15.89
5873722-PP,10/20/2025,10/20/2025,-1601.42
5873723-PP,10/20/2025,10/20/2025,23.59
5873724-PP,10/20/2025,10/20/2025,-886.67
5873725-PP,10/20/2025,10/20/2025,15.11
5873726-PP,10/20/2025,10/20/2025,-832.7
5873727-PP,10/20/2025,10/20/2025,9.3
5873728-PP,10/20/2025,10/20/2025,-3.7
5873729-PP,10/20/2025,10/20/2025,0.18
5873730-PP,10/20/2025,10/20/2025,-807.82
5873731-PP,10/20/2025,10/20/2025,12.25
5873732-PP,10/20/2025,10/20/2025,-1087.23
5873733-PP,10/20/2025,10/20/2025,19.51
W266677-IN,10/16/2025,11/10/2025,593.05
0890257-IN,10/16/2025,11/10/2025,147.42
S346609-IN,10/16/2025,11/10/2025,636
